Prime name	Color of berry skin	Country or region of origin of the variety	variety_id	Species	VVS2_1	VVS2_2	VVMD5_1	VVMD5_2	VVMD7_1	VVMD7_2	VVMD25_1	VVMD25_2	VVMD27_1	VVMD27_2	VVMD28_1	VVMD28_2	VVMD32_1	VVMD32_2	VRZAG62_1	VRZAG62_2	VRZAG79_1	VRZAG79_2
BAYAD	BLANC	YEMEN	1048	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	238	240	249	251	249	255	180	186	244	260	248	256				
BAYAN SHIREI	BLANC	AZERBAIJAN	1049	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	230	240	243	247	239	255	195	195	236	244	272	272	190	204	251	251
SALCENO BLANCO	BLANC	SPAIN	10495	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	147	151	238	242	239	247	241	255	180	190	248	258	256	256	186	204	251	259
SALEM	ROUGE	UNITED STATES OF AMERICA	10498	VITIS INTERSPECIFIC CROSSING	135	155	234	238	235	247	241	241	186	188	230	236	250	272	194	202	239	247
BAYARD	NOIR	FRANCE	1050	VITIS INTERSPECIFIC CROSSING	133	137	228	254	243	249	237	255	186	187	236	258	240	262	188	194	239	257
SALICETTE (COLLECTION PARC DE LA TETE D'OR)	BLANC	FRANCE	10501	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	137	230	240	239	243	239	255	180	190	234	236	252	272	188	194	245	255
BERLANDIERI SALOMON 1		FRANCE	10508	VITIS BERLANDIERI PLANCHON	145	145	238	238	231	231	251	251	190	208	246	246			174	200	253	259
SALVADOR	BLANC	SPAIN	10518	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	238	242	239	251	255	255	180	190	244	258	250	256	188	200	243	251
BAYAT KAPY	NOIR	DAGHESTAN	1052	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	236	242	239	243	239	241	182	182	234	240	250	256	188	204	259	259
SAM	BLANC	TURKEY	10525	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	236	236	247	253			178	195	258	258			192	204	247	247
BAZALETURI	BLANC	GEORGIA	1053	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	234	249	253	239	255	180	186	236	258	250	262	194	196	239	251
BRESSANA	NOIR	ITALY	10547	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	234	238	247	247	241	255	190	195	258	268	256	272	194	196	251	251
BSOLA	BLANC	ITALY	10548	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	228	242	247	253	255	263	186	186	234	236	252	272	192	194	243	245
CALORA	NOIR	ITALY	10554	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	228	228	239	247	239	239	186	190	258	268	252	272	186	186	239	245
CITRONINO	BLANC	ITALY	10562	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	155	238	248	249	253	241	249	182	182	234	268	252	252	200	204	249	259
COCCALONA NERA	NOIR	ITALY	10563	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	242	247	253	255	255	186	186	258	260	240	252	192	196	243	251
CORTESE NERO	NOIR	ITALY	10568	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	234	238	249	253	239	255	180	180	244	248	252	262				
BEALA DEBELA	BLANC	BULGARIA	1058	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	230	247	249	239	241	186	195	248	260	264	272	194	204	257	257
JARDOVANY FEKETE	NOIR	HUNGARY	10595	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	153	226	236	239	249	239	241	180	195	228	248			196	202	249	249
LANZESA	BLANC	ITALY	10608	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	139	228	242	233	247	239	255	182	190	260	268	252	272	194	204	247	259
BEAUFORT	NOIR	UNITED STATES OF AMERICA	1061	VITIS INTERSPECIFIC CROSSING	133	151	240	254	233	249	237	249	184	208	226	234	272	272	174	204	247	257
BEAUNOIR	NOIR	FRANCE	1062	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	236	240	239	243	249	255	180	190	218	228	240	250	188	204	237	245
MORGENTINO	NOIR	ITALY	10624	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	230	234	247	253	241	255	186	190	248	258	272	272	200	204	245	251
SAMARKHI	BLANC	GEORGIA	10641	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	153	234	240	233	233	249	271	176	186	236	236	248	254	204	204	251	257
BEAUTY SEEDLESS	NOIR	UNITED STATES OF AMERICA	1065	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	236	238	247	253	241	249	180	182	218	234	250	272	188	204	247	255
SAMORIAU	NOIR	FRANCE	10651	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	230	240	239	257	249	255	186	190	218	234	240	240				
BELAIR	NOIR	SOUTH AFRICA	10657	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	228	236	249	255	249	255	186	186	244	248	260	272	204	204	239	241
SAN GIUSEPPE NERO	NOIR	ITALY	10667	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	145	234	236	239	253	239	241	184	186	234	258	252	272	196	204	247	251
BEAVER	NOIR	UNITED STATES OF AMERICA	1067	VITIS INTERSPECIFIC CROSSING	123	133	238	238	235	249	241	241	180	188	226	238	272	272	186	206	237	249
SAN MARTINO	NOIR	ITALY	10671	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	230	248	239	247	239	239	195	195	228	236	240	262	194	204	251	251
SAN MICHELE	NOIR	ITALY	10672	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	230	239	249	239	241	186	195	218	260	272	272	194	200	243	251
SANGIOVESE	NOIR	ITALY	10680	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	238	239	263	241	241	180	186	234	244	252	256	194	196	243	259
SANMONTA	NOIR	UNITED STATES OF AMERICA	10686	VITIS INTERGENERIC CROSSING	147	149			235	245			196	200					214	225		
SANTA MAGDALENA	BLANC	SPAIN	10690	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	230	240	239	247	239	241	186	195	234	258	252	272	186	194	239	257
SANTA TEREZA	BLANC	BRAZIL	10695	VITIS INTERSPECIFIC CROSSING	149	149	234	240	243	243	249	255	180	195	234	252	252	272	188	204	255	257
AGOSTENGA	BLANC	ITALY	107	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	230	240	233	247	239	249	186	190	234	244	252	272	194	196	239	251
SAPERAVI	NOIR	GEORGIA	10708	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	226	242	239	239	239	241	190	193	235	244	244	250	188	200	243	261
SAPERAVI ATENIS	NOIR	GEORGIA	10709	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	145	242	242	247	253	241	267	180	186	236	248	250	262	200	204	243	249
SAPERAVI PACHKHA	NOIR	GEORGIA	10715	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	226	242	239	239	239	241	190	193	235	244	244	250	188	200	243	261
SAPERAVI SEVERNYI	NOIR	RUSSIAN FEDERATION	10716	VITIS INTERSPECIFIC CROSSING	129	133	226	238	239	247			182	192					200	204	243	255
SARABI	NOIR	TURKEY	10725	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	157	238	240	247	249			188	195					192	200	251	259
SARAKH	BLANC	DAGHESTAN	10729	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	236	238	249	249	239	241	182	195	234	258	252	272	200	200	257	259
SARBA	BLANC	ROMANIA	10738	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	228	240	247	249	249	269	180	190	244	258	240	272	186	196	251	255
BECLAN PETIT	NOIR	FRANCE	1076	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	238	239	253	241	249	186	190	234	268	240	240	194	200	245	251
SARMAT	BLANC	SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)	10762	VITIS INTERSPECIFIC CROSSING	139	149	234	236	241	241	255	271	182	184	218	252	237	240	184	184	253	259
SARNA SHAKAR	BLANC	AZERBAIJAN	10765	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	236	238	249	253	241	249	186	195	218	258	250	256	188	200	243	257
SARPIROS	ROUGE	HUNGARY	10766	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	226	240	247	253	239	255	180	180	268	278			188	204	251	257
SARY AIGYR	BLANC	TURKMENISTAN	10770	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	153	238	242	235	249			180	186	234	248	252	272				
SARY ANGUSHTY	BLANC	TAJIKISTAN	10772	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	141	236	238	247	253	239	255	180	195	244	244	250	260	188	196	247	247
SARY GILYA	BLANC	AZERBAIJAN	10773	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	238	238	239	245	241	241	195	195	244	248	272	272	188	196	251	259
SARY KIRAK	BLANC	AZERBAIJAN	10775	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	230	239	259			182	190	234	258	272	272				
SARY KOKUR	BLANC	UKRAINE	10776	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	230	238	239	249	255	255	184	186	258	258	262	272	188	200	243	251
SARY PANDAS	BLANC	UKRAINE	10777	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	149	230	240	249	249	245	255	182	188	258	258	250	262	194	202	251	259
BEDAKI CHERNYI KRUPNOPLODNYI	NOIR	TAJIKISTAN	1078	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	240	242	239	239	249	255	180	182	228	234	256	256	188	196	237	259
SATENI BELYI	BLANC	ARMENIA	10782	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	236	238	239	239	239	241	186	195	240	244	272	272	188	196	251	257
SATINO	ROSE	GREECE	10784	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	242	242	239	249			182	195	236	236	258	272				
SATSURAVI	NOIR	GEORGIA	10785	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	238			239	255	176	176	234	248	250	254	192	204	235	249
SAUTERNE BLANC	BLANC	FRANCE	10788	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	240	239	257	239	241	176	180	234	268	240	240	194	196	243	247
BIDH EL H'MEM II (SFAX)	ROSE	TUNISIA	1079	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	153	230	240	239	253			195	195	244	260	272	272				
SAUVIGNON BLANC	BLANC	FRANCE	10790	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	234	239	257	241	249	176	190	234	236	240	256	188	194	245	247
SAUVIGNON GRIS	ROSE	FRANCE	10792	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	234	239	257	241	249	176	190	234	236	240	256	188	194	245	247
SAUVIGNON ROUGE	ROUGE	FRANCE	10793	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	234	239	257	241	249	176	190	234	236	240	256	188	194	245	247
GIRO SARDO	NOIR	ITALY	10795	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	236	242	239	239	241	255	180	182	244	258	240	272	186	188	247	249
SAVAGNIN ROSE	ROSE	FRANCE	10797	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	234	240	243	257	249	249	190	190	234	236	240	272	188	194	245	251
SAVVATIANO	BLANC	GREECE	10798	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	145	228	230	245	249	241	249	186	195	236	258	252	258	196	202	237	251
AGOSTENGA ROSSA	NOIR	ITALY	108	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	230	230	239	239	239	255	180	180	236	264	252	252	188	194	255	261
SBAA TOLBA	BLANC	MOROCCO	10804	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	153	238	242	239	253	241	255	186	190	258	260	252	272	188	188	237	243
SCARLET	NOIR	UNITED STATES OF AMERICA	10809	VITIS INTERSPECIFIC CROSSING	149	151	240	240	239	249	249	249	180	186	228	244	272	272				
SCHEUREBE	BLANC	GERMANY	10818	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	240	247	249	249	255	190	195	234	236	272	272	188	204	245	249
SCHIAVA GENTILE	NOIR	ITALY	10821	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	155	238	240	247	249	239	241	182	186	236	254	252	272	192	200	239	259
SCHIAVA GRIGIA	NOIR	ITALY	10822	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	143	236	238	249	249	239	255	182	186	244	254	252	262	200	204	239	259
SCHIAVA GROSSA	NOIR	ITALY	10823	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	238	240	247	247	241	255	182	186	236	244	252	272	192	194	239	259
SCHIAVA LOMBARDA	NOIR	ITALY	10825	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	236	239	253	239	255	180	186	244	246	250	272	194	196	237	251
SCHIOPPETTINO	NOIR	ITALY	10830	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	139	230	234	239	249	239	255	182	190	234	236	256	272	188	192	251	259
SCHLAGERREBE	NOIR	AUSTRIA	10831	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	234	240	239	255			182	195					194	204	243	249
SCHOENBURGER	ROSE	GERMANY	10833	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	234	240	243	249	241	249	180	190	218	218	272	272	186	188	245	255
SCHUYLER	NOIR	UNITED STATES OF AMERICA	10835	VITIS INTERSPECIFIC CROSSING	123	143	228	240	235	247	239	240	180	186	230	258	240	264	202	204	237	265
SCHWARZMANN		CZECH REPUBLIC	10836	VITIS INTERSPECIFIC CROSSING	137	145	254	268	251	265	239	253	208	214	216	244	237	237	200	202	255	257
SCIACCARELLO	NOIR	ITALY	10837	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	230	239	247	239	241	184	190	236	258	252	272	194	204	245	245
BEERHELLER			1084	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	234	242	243	243	241	249	180	190	244	246	256	264	188	200	245	251
SCIASCINOSO	NOIR	ITALY	10840	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	238	242	239	239	255	261	180	180	234	254	250	252	188	196	259	259
RIPARIA SCRIBNER		UNITED STATES OF AMERICA	10845	VITIS RIPARIA MICHAUX	141	143	268	270	251	253	235	239	208	218	236	250			194	202	255	257
SCUPPERNONG	BLANC	UNITED STATES OF AMERICA	10847	MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA	147	149			243	245			200	216					198	214		
BEGLARIS KURDZENI	BLANC	GEORGIA	1085	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	141	236	236	239	239			180	180	260	260			200	200		
SEARA NOVA	BLANC	PORTUGAL	10850	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	240	242	239	243			182	184					188	194	247	247
SEBAI ASSOUAD	NOIR	LEBANON	10851	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	141	228	248	243	247	245	245	180	195	244	244	250	258	188	188	247	251
SEDUCHA	NOIR	SERBIA	10855	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	228	247	255	239	255	182	195	260	260	248	272	188	204	249	259
SEGALIN	NOIR	FRANCE	10857	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	234	236	255	263	239	249	182	192	234	260	240	252	202	204	259	259
SEIBEL 1	NOIR	FRANCE	10859	VITIS INTERSPECIFIC CROSSING	133	147	228	254	247	251	241	243	182	187	252	258	272	272	194	194	243	261
BEICHUN	NOIR	CHINA	1086	VITIS INTERSPECIFIC CROSSING	135	143	234	238	241	247			184	186					188	192	239	253
SEIBEL 2	NOIR	FRANCE	10860	VITIS INTERSPECIFIC CROSSING	133	133	228	254	237	249	237	241	182	202	246	248	272	272	180	204	243	245
SEIBEL 29	NOIR	FRANCE	10866	VITIS INTERSPECIFIC CROSSING	133	147	228	248	251	251	241	243	180	202	236	248	250	250	194	200	245	251
SEIBEL 43	NOIR	FRANCE	10871	VITIS INTERSPECIFIC CROSSING	133	143	236	254	237	249	237	255	187	208	236	252	250	250	180	202	255	261
SEIBEL 57	NOIR	FRANCE	10875	VITIS INTERSPECIFIC CROSSING	137	147	236	254	249	251	237	243	202	208	252	260	250	250	194	202	245	255
SEIBEL 63	NOIR	FRANCE	10877	VITIS INTERSPECIFIC CROSSING	133	133	228	248	237	249	237	241	182	187	252	258	272	272	180	204	243	261
BEIDH EL HAMMAN	BLANC	LEBANON	1088	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	238	240	243	249			180	182	244	258	272	272				
SEIBEL 80	NOIR	FRANCE	10882	VITIS INTERSPECIFIC CROSSING	133	147	228	248	237	249	241	243	186	202	246	252	262	262	180	194	243	245
SEIBEL 94	NOIR	FRANCE	10888	VITIS INTERSPECIFIC CROSSING	133	147	238	254	237	247	241	243	182	187	248	258	272	272	180	194	243	261
SEIBEL 110	NOIR	FRANCE	10891	VITIS INTERSPECIFIC CROSSING	133	151	234	254	237	239	237	249	180	202	228	248	252	252	180	194	245	251
SEIBEL 124	NOIR	FRANCE	10897	VITIS INTERSPECIFIC CROSSING	133	133	238	248	247	251	237	241	182	202	246	248	262	262	194	194	245	247
SEIBEL 134	NOIR	FRANCE	10899	VITIS INTERSPECIFIC CROSSING	133	137	230	254	237	249	237	237	186	208	236	248	240	240	180	202	251	255
AGOUMASTOS KOKKINO	ROUGE	GREECE	109	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	238	242	247	249	255	255	180	186	236	258	262	272	194	204	237	251
SEIBEL 139	NOIR	FRANCE	10901	VITIS INTERSPECIFIC CROSSING	133	133	234	248	237	239	237	241	192	202	228	252	240	240	180	194	245	251
SEIBEL 149	NOIR	FRANCE	10903	VITIS INTERSPECIFIC CROSSING	133	147	228	248	247	251	239	243	180	187	234	252	256	256	194	204	255	261
SEIBEL 150	NOIR	FRANCE	10904	VITIS INTERSPECIFIC CROSSING	133	133	228	248	237	247	237	241	182	187	246	248	262	262	180	194	243	261
SEIBEL 153	BLANC	FRANCE	10905	VITIS INTERSPECIFIC CROSSING	133	133	246	254	237	247	241	241	182	184	258	258	256	256	180	194	243	259
SEIBEL 175	NOIR	FRANCE	10908	VITIS INTERSPECIFIC CROSSING	133	143	230	248	237	239	237	255	186	202	248	268	240	240	180	194	245	251
BEKARI	NOIR	GREECE	1091	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	234	238	239	243	241	249	180	180	258	258	252	272	196	200	251	251
SEIBEL 182	NOIR	FRANCE	10910	VITIS INTERSPECIFIC CROSSING	133	147	228	248	247	251	241	243	186	187	248	258	262	262	194	194	251	261
SEIBEL 209	NOIR	FRANCE	10915	VITIS INTERSPECIFIC CROSSING	133	133	228	248	249	251	237	241	182	202	248	258	262	262	194	204	243	245
SEIBEL 210	NOIR	FRANCE	10916	VITIS INTERSPECIFIC CROSSING	133	133	248	268	237	243	237	239	182	187	248	254	256	256	180	188	247	261
BEKIROGLU	BLANC	TURKEY	1092	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	131	151	230	236	253	253			186	195	218	258			188	188	243	257
SEIBEL 254	NOIR	FRANCE	10920	VITIS INTERSPECIFIC CROSSING	133	137	248	254	237	243	237	237	187	208	248	260	250	250	180	188	255	261
SEIBEL 373	NOIR	FRANCE	10926	VITIS INTERSPECIFIC CROSSING	133	143	236	248	249	251	237	255	202	208	236	248	250	250	194	202	245	255
SEIBEL 375	NOIR	FRANCE	10927	VITIS INTERSPECIFIC CROSSING	133	143	236	254	243	247	241	255	182	208	236	252	272	272	188	194	243	255
SEIBEL 383	NOIR	FRANCE	10928	VITIS INTERSPECIFIC CROSSING	143	147	234	254	237	249	243	255	182	202	236	248			180	202	243	245
SEIBEL 398	NOIR	FRANCE	10930	VITIS INTERSPECIFIC CROSSING	133	147	230	248	237	247	241	243	190	202	248	268	240	240	180	204	245	259
SEIBEL 405	NOIR	FRANCE	10931	VITIS INTERSPECIFIC CROSSING	133	143	228	254	237	243	241	255	182	208	236	258	272	272	180	188	243	255
SEIBEL 418	BLANC	FRANCE	10933	VITIS INTERSPECIFIC CROSSING	133	133	228	242	239	239	237	241	182	187	248	250	250	250	188	188	243	245
SEIBEL 421	BLANC	FRANCE	10935	VITIS INTERSPECIFIC CROSSING	133	137	228	254	249	251	237	241	187	208	236	258	272	272	194	202	243	255
SEIBEL 424	NOIR	FRANCE	10936	VITIS INTERSPECIFIC CROSSING	137	147	234	236	237	249	237	243	202	208	236	248	250	252	180	202	245	255
SEIBEL 428	NOIR	FRANCE	10937	VITIS INTERSPECIFIC CROSSING	137	147	236	254	249	251	237	243	182	202	236	248			194	202	243	261
SEIBEL 437	NOIR	FRANCE	10938	VITIS INTERSPECIFIC CROSSING	143	147	236	254	243	251	243	255	182	187	236	248			180	188	243	261
SEIBEL 444	NOIR	FRANCE	10939	VITIS INTERSPECIFIC CROSSING	135	137	228	254	249	255	237	255	180	208	244	250	272	272	202	204	251	255
SEIBEL 452	NOIR	FRANCE	10943	VITIS INTERSPECIFIC CROSSING	133	133	248	254	239	243	237	259	187	195	236	252	258	258	188	188	255	257
SEIBEL 462	NOIR	FRANCE	10945	VITIS INTERSPECIFIC CROSSING	133	133	228	254	237	251	241	255	182	182	216	258	246	272	180	198	243	247
SEIBEL 600	NOIR	FRANCE	10947	VITIS INTERSPECIFIC CROSSING	133	143	248	254	243	251	237	255	182	208	236	248	262	262	188	194	243	255
SEIBEL 615	NOIR	FRANCE	10949	VITIS INTERSPECIFIC CROSSING	133	133	234	254	231	239	237	249	186	216	248	258	272	272	188	200	251	255
SEIBEL 622	NOIR	FRANCE	10950	VITIS INTERSPECIFIC CROSSING	133	137	228	254	247	249	237	241	187	208	236	252	272	272	194	202	255	261
SEIBEL 626	NOIR	FRANCE	10951	VITIS INTERSPECIFIC CROSSING	133	137	254	254	237	249	237	237	182	187	236	252	250	250	180	202	255	261
SEIBEL 698	NOIR	FRANCE	10956	VITIS INTERSPECIFIC CROSSING	133	133	228	246	239	239	237	241	186	195	244	258	240	240	186	188	257	259
SEIBEL 701	NOIR	FRANCE	10957	VITIS INTERSPECIFIC CROSSING	133	137	236	254	237	243	237	239	186	208	254	260	250	250	180	188	247	255
SEIBEL 729	ROSE	FRANCE	10961	VITIS INTERSPECIFIC CROSSING	133	133	228	240	237	261	237	259	187	195	244	258	237	237	180	194	243	261
SEIBEL 751		FRANCE	10964	VITIS INTERSPECIFIC CROSSING	143	151	230	236	243	247	249	255	190	208	244	260	250	252	188	194	245	255
SEIBEL 755	NOIR	FRANCE	10967	VITIS INTERSPECIFIC CROSSING	133	137	238	254	243	249	237	241	182	208	236	248	250	250	188	204	243	255
SEIBEL 758	NOIR	FRANCE	10968	VITIS INTERSPECIFIC CROSSING	133	137	236	238	237	243	237	241	182	182	248	260	250	250	180	188	243	243
SEIBEL 788	BLANC	FRANCE	10970	VITIS INTERSPECIFIC CROSSING	133	137	236	248	249	251	237	243	182	202	252	260	237	237	194	202	243	245
SEIBEL 796	NOIR	FRANCE	10971	VITIS INTERSPECIFIC CROSSING	133	137	228	236	243	251	237	237	182	208	258	260	250	250	188	194	243	255
SEIBEL 822	NOIR	FRANCE	10973	VITIS INTERSPECIFIC CROSSING	137	151	242	254	249	249	239	255	180	208	236	244	252	252	202	202	251	255
SEIBEL 848	BLANC	FRANCE	10974	VITIS INTERSPECIFIC CROSSING	125	149	248	248	235	251	255	255	188	202	244	244	250	250	194	206	245	249
SEIBEL 867	BLANC	FRANCE	10975	VITIS INTERSPECIFIC CROSSING	125	133	246	252	239	255	237	249	186	190	244	252	250	250	180	188	259	259
SEIBEL 880	BLANC	FRANCE	10976	VITIS INTERSPECIFIC CROSSING	139	149	224	246	249	251	243	255	190	195	238	252	250	250	194	194	251	259
SEIBEL 1004	NOIR	FRANCE	10978	VITIS INTERSPECIFIC CROSSING	133	133	242	254	239	251	237	241	187	187	248	248	258	258	188	194	251	261
SEIBEL 1011	NOIR	FRANCE	10980	VITIS INTERSPECIFIC CROSSING	133	133	242	248	239	251	237	241	187	195	248	252	258	258	188	194	245	257
SEIBEL 1017	NOIR	FRANCE	10984	VITIS INTERSPECIFIC CROSSING	133	147	234	254	251	251	241	243	180	187	236	248	252	252	194	200	251	261
SEIBEL 1077	NOIR	FRANCE	10989	VITIS INTERSPECIFIC CROSSING	133	133	234	254	239	251	237	241	192	202	228	248	240	250	194	194	245	251
BELENES	BLANC	GREECE	1099	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135							182	190					186	196	243	251
SEIBEL 1522	BLANC	FRANCE	10991	VITIS INTERSPECIFIC CROSSING	133	137	228	254	247	249	237	241	187	208	244	252	272	272	194	204	255	261
SEIBEL 1808	NOIR	FRANCE	10995	VITIS INTERSPECIFIC CROSSING	133	143	236	254	243	251	237	255	195	202	252	260	250	250	188	194	245	257
SEIBEL 2010	NOIR	FRANCE	10997	VITIS INTERSPECIFIC CROSSING	133	143	236	254	237	239	237	241	182	187	248	260	250	250	180	196	243	261
SEIBEL 2021	NOIR	FRANCE	10998	VITIS INTERSPECIFIC CROSSING	133	147	228	254	247	251	241	243	182	188					194	194		
